"","location","avgPrice"
"1","Asemwald,Stuttgart",3163.80915699414
"2","Bad Cannstatt,Stuttgart",3457.9983271971
"3","Bergheim,Stuttgart",2594.7053610988
"4","Birkach,Stuttgart",1603.63857466063
"5","Botnang,Stuttgart",4374.88184391444
"6","Degerloch,Stuttgart",5017.97712755595
"7","Dürrlewang,Stuttgart",3535.9649122807
"8","Fasanenhof,Stuttgart",2977.28791647037
"9","Feuerbach,Stuttgart",4276.46482236218
"10","Frauenkopf,Stuttgart",6855.6440280206
"11","Freiberg,Stuttgart",3123.95833333333
"12","Giebel,Stuttgart",3314.47846393358
"13","Hedelfingen,Stuttgart",2919.81390257252
"14","Heumaden,Stuttgart",5068.9611971207
"15","Hofen,Stuttgart",3032.91316526611
"16","Hoffeld,Stuttgart",3000
"17","Kaltental,Stuttgart",3754.10487288136
"18","Mitte,Stuttgart",4291.68784113042
"19","Möhringen,Stuttgart",3984.15856850061
"20","Mönchfeld,Stuttgart",3057.69230769231
"21","Mühlhausen,Stuttgart",2681.15942028986
"22","Münster,Stuttgart",2724.61300309598
"23","Neugereut,Stuttgart",3158.96688574509
"24","Nord,Stuttgart",5557.94303176132
"25","Obertürkheim,Stuttgart",1764.70588235294
"26","Ost,Stuttgart",3658.79821894418
"27","Plieningen,Stuttgart",3085.24279531622
"28","Riedenberg,Stuttgart",4162.24115960497
"29","Rohracker,Stuttgart",2819.04225654226
"30","Rohr,Stuttgart",5032.41763184731
"31","Rot,Stuttgart",2774.66931216931
"32","Schönberg,Stuttgart",4392.47434989657
"33","Stammheim,Stuttgart",3280.26792375262
"34","Süd,Stuttgart",4124.54933045663
"35","Uhlbach,Stuttgart",2667.29461015175
"36","Untertürkheim,Stuttgart",3122.81004999904
"37","Vaihingen,Stuttgart",4406.92418706055
"38","Wangen,Stuttgart",1900
"39","Weilimdorf,Stuttgart",3283.45761381476
"40","West,Stuttgart",4637.03606156323
"41","Zuffenhausen,Stuttgart",3562.64574428859
