"","location","avgPrice"
"1","Asemwald,Stuttgart",3402.34296796797
"2","Asperg,Ludwigsburg (Kreis)",3464.91228070175
"3","Bad Cannstatt,Stuttgart",3405.5693609324
"4","Bergheim,Stuttgart",3290.64207650273
"5","Bietigheim-Bissingen,Ludwigsburg (Kreis)",2058.82352941176
"6","Birkach,Stuttgart",3343.52528674155
"7","Botnang,Stuttgart",4601.48982193179
"8","Degerloch,Stuttgart",4905.56573982013
"9","Fasanenhof,Stuttgart",3050.51324898544
"10","Fellbach,Rems-Murr-Kreis",4200.84033613445
"11","Feuerbach,Stuttgart",3474.67284891221
"12","Frauenkopf,Stuttgart",6863.35199283544
"13","Freiberg,Stuttgart",3132.08109719738
"14","Giebel,Stuttgart",3153.84615384615
"15","Hausen,Stuttgart",4313.72549019608
"16","Hedelfingen,Stuttgart",4438.17878028404
"17","Heumaden,Stuttgart",4446.63035344878
"18","Hofen,Stuttgart",3696.55677655678
"19","Hoffeld,Stuttgart",3793.93108745167
"20","Kaltental,Stuttgart",4175.25764036958
"21","Leinfelden-Echterdingen,Esslingen (Kreis)",3583.33333333333
"22","Leonberg,Böblingen (Kreis)",2961.53846153846
"23","Ludwigsburg,Ludwigsburg (Kreis)",2492.75362318841
"24","Luginsland,Stuttgart",3696.62921348315
"25","Mitte,Stuttgart",4867.2442549295
"26","Möhringen,Stuttgart",4656.0508736726
"27","Mönchfeld,Stuttgart",3250.81585081585
"28","Münster,Stuttgart",3307.01881880205
"29","Neugereut,Stuttgart",2688.17204301075
"30","Nord,Stuttgart",6147.90665219315
"31","Obertürkheim,Stuttgart",2200
"33","Plieningen,Stuttgart",2997.26840311003
"34","Plochingen,Esslingen (Kreis)",3045.45454545455
"35","Riedenberg,Stuttgart",3929.74215668787
"36","Rohracker,Stuttgart",3306.96864111498
"37","Rohr,Stuttgart",3565.48072389657
"38","Rot,Stuttgart",2796.17180205416
"39","Schönberg,Stuttgart",4478.71572871573
"40","Sillenbuch,Stuttgart",5739.3305206809
"41","Sommerrain,Stuttgart",3500
"42","Sonnenberg,Stuttgart",5278.0021747643
"43","Stammheim,Stuttgart",3931.86266830464
"44","Steckfeld,Stuttgart",3571.42857142857
"45","Süd,Stuttgart",4457.42835703386
"46","Uhlbach,Stuttgart",3628.90822031531
"47","Untertürkheim,Stuttgart",3234.47979619696
"48","Vaihingen,Stuttgart",4511.14275102315
"49","Wangen,Stuttgart",3016.22521712253
"50","Weilheim an der Teck,Esslingen (Kreis)",3242.78896036522
"51","Weilimdorf,Stuttgart",3286.06965174129
"52","West,Stuttgart",5593.97880879815
"53","Winnenden,Rems-Murr-Kreis",2686.5671641791
"54","Wolfschlugen,Esslingen (Kreis)",2512.19512195122
"55","Zuffenhausen,Stuttgart",6097.33883053991
