"","location","avgPrice"
"1","Asemwald,Stuttgart",3201.12179487179
"2","Bad Cannstatt,Stuttgart",3596.59031385695
"3","Bietigheim-Bissingen,Ludwigsburg (Kreis)",4290.32258064516
"4","Birkach,Stuttgart",3458.56156573891
"5","Botnang,Stuttgart",4248.11610875275
"6","Degerloch,Stuttgart",4459.42658129281
"7","Esslingen am Neckar,Esslingen (Kreis)",4247.52475247525
"8","Fasanenhof,Stuttgart",2406.21994535519
"9","Feuerbach,Stuttgart",4929.80750225396
"10","Filderstadt,Esslingen (Kreis)",4383.78333333333
"11","Frauenkopf,Stuttgart",5343.75
"12","Freiberg,Stuttgart",2906.97674418605
"13","Gärtringen,Böblingen (Kreis)",3009.25925925926
"14","Giebel,Stuttgart",3160.91954022989
"15","Hedelfingen,Stuttgart",4075.18472906404
"16","Heumaden,Stuttgart",4936.98816831551
"17","Hofen,Stuttgart",2921.3298028832
"18","Kaltental,Stuttgart",4093.83724889343
"19","Kirchheim unter Teck,Esslingen (Kreis)",2144.92753623188
"20","Lederberg,Stuttgart",4214.28571428571
"21","Leonberg,Böblingen (Kreis)",3339.62264150943
"22","Ludwigsburg,Ludwigsburg (Kreis)",3229.16666666667
"23","Markgröningen,Ludwigsburg (Kreis)",2944.33006018372
"24","Mitte,Stuttgart",4798.04584574432
"25","Möhringen,Stuttgart",4145.7005042566
"26","Mönchfeld,Stuttgart",3136.36363636364
"27","Münster,Stuttgart",3185.68306010929
"28","na,NA",4517.24171921895
"29","Neugereut,Stuttgart",3499.50292954291
"30","Nord,Stuttgart",5755.4282679491
"31","Oberriexingen,Ludwigsburg (Kreis)",3375
"32","Obertürkheim,Stuttgart",3201.70541117061
"34","Plieningen,Stuttgart",3199.80855596878
"35","Riedenberg,Stuttgart",3531.67435537265
"36","Rohracker,Stuttgart",3701.2055141787
"37","Rohr,Stuttgart",3810.11904761905
"38","Rot,Stuttgart",3052.00480192077
"39","Schönberg,Stuttgart",4053.57142857143
"40","Sillenbuch,Stuttgart",4955.43321325544
"41","Sommerrain,Stuttgart",3622.64150943396
"42","Sonnenberg,Stuttgart",39.5
"43","Stammheim,Stuttgart",3455.40412826503
"44","Süd,Stuttgart",4745.07791965371
"45","Uhlbach,Stuttgart",3788.7323943662
"46","Untertürkheim,Stuttgart",3198.9489386971
"47","Urbach,Rems-Murr-Kreis",4576.92307692308
"48","Vaihingen,Stuttgart",3514.44464258938
"50","Weilimdorf,Stuttgart",3738.72124373317
"51","Wernau (Neckar),Esslingen (Kreis)",2203.38983050847
"52","West,Stuttgart",5314.27285468333
"53","Winnenden,Rems-Murr-Kreis",3111.11111111111
"54","Zuffenhausen,Stuttgart",3385.32247340751
