"","location","avgPrice"
"1","Asemwald,Stuttgart",3373.0106497547
"2","Bad Cannstatt,Stuttgart",3179.19556975801
"3","Birkach,Stuttgart",3425.16339869281
"4","Botnang,Stuttgart",3899.33336578303
"5","Degerloch,Stuttgart",4222.34839457365
"6","Dürrlewang,Stuttgart",3580
"7","Fasanenhof,Stuttgart",3109.51760104302
"8","Feuerbach,Stuttgart",4244.21008631431
"9","Frauenkopf,Stuttgart",6855.6440280206
"10","Freiberg,Stuttgart",2972.46447028424
"11","Hedelfingen,Stuttgart",2764.33063791554
"12","Heumaden,Stuttgart",3757.34995258095
"13","Hofen,Stuttgart",3042.59288621109
"14","Hoffeld,Stuttgart",4300
"15","Kaltental,Stuttgart",3903.77824858757
"16","Mitte,Stuttgart",4294.01572260295
"17","Möhringen,Stuttgart",3985.11214483265
"18","Mühlhausen,Stuttgart",2760
"19","Münster,Stuttgart",2798.31959416614
"20","Neugereut,Stuttgart",2953.125
"21","Nord,Stuttgart",5846.01580015987
"22","Obertürkheim,Stuttgart",1246.55172413793
"24","Plieningen,Stuttgart",3086.73714776646
"25","Riedenberg,Stuttgart",3953.90664212816
"26","Rohracker,Stuttgart",2920.39360789361
"27","Rohr,Stuttgart",4414.44868387837
"28","Rot,Stuttgart",2807.38095238095
"29","Schönberg,Stuttgart",4408.58100317379
"30","Sonnenberg,Stuttgart",5372.41379310345
"31","Stammheim,Stuttgart",3060.73267339871
"32","Steckfeld,Stuttgart",3851.35135135135
"33","Süd,Stuttgart",4222.86561948118
"34","Uhlbach,Stuttgart",2731.39717425432
"35","Untertürkheim,Stuttgart",2950.99987594214
"36","Vaihingen,Stuttgart",4591.22068719749
"37","Wangen,Stuttgart",3220.33898305085
"38","Weilimdorf,Stuttgart",3381.99962671809
"39","West,Stuttgart",5175.81870872591
"40","Zuffenhausen,Stuttgart",3180.58019570799
