"","location","avgPrice"
"1","Asemwald,Stuttgart",3395.1849442433
"2","Aspach,Rems-Murr-Kreis",2340.42553191489
"3","Backnang,Rems-Murr-Kreis",2724.62406015038
"4","Bad Cannstatt,Stuttgart",3589.71777790745
"5","Bergheim,Stuttgart",2816.69776119403
"6","Beuren,Esslingen (Kreis)",2821.83733670459
"7","Bietigheim-Bissingen,Ludwigsburg (Kreis)",2390
"8","Birkach,Stuttgart",2814.08450704225
"9","Böblingen,Böblingen (Kreis)",2697.51301330249
"10","Bönnigheim,Ludwigsburg (Kreis)",2029.41176470588
"11","Botnang,Stuttgart",4361.41086962785
"12","Degerloch,Stuttgart",4894.41160024962
"13","Esslingen am Neckar,Esslingen (Kreis)",3703.91948985257
"14","Fasanenhof,Stuttgart",2935.14668108263
"15","Feuerbach,Stuttgart",3309.5175694718
"16","Frauenkopf,Stuttgart",6851.70637084113
"17","Freiberg,Stuttgart",3388.8784696174
"18","Hausen,Stuttgart",4313.72549019608
"19","Hedelfingen,Stuttgart",3000
"20","Hemmingen,Ludwigsburg (Kreis)",2227.45974955277
"21","Herrenberg,Böblingen (Kreis)",4000
"22","Heumaden,Stuttgart",4876.81808344688
"23","Hofen,Stuttgart",3656.87423687424
"24","Hoffeld,Stuttgart",3331.66666666667
"25","Kaltental,Stuttgart",4080.55070965519
"26","Korntal-Münchingen,Ludwigsburg (Kreis)",3687.5
"27","Leutenbach,Rems-Murr-Kreis",3010.75268817204
"28","Ludwigsburg,Ludwigsburg (Kreis)",2398.62203829925
"29","Luginsland,Stuttgart",3319.43715215793
"30","Marbach am Neckar,Ludwigsburg (Kreis)",2500
"31","Mitte,Stuttgart",6097.84378445
"32","Möhringen,Stuttgart",4911.72229915089
"33","Mönchfeld,Stuttgart",2828.27172827173
"34","Mühlhausen,Stuttgart",2785.82171178562
"35","Münster,Stuttgart",3167.11439260876
"36","Neuhausen auf den Fildern,Esslingen (Kreis)",3000
"37","Nord,Stuttgart",7273.02298773812
"38","Obertürkheim,Stuttgart",2109.375
"39","Ostfildern,Esslingen (Kreis)",3514.28571428571
"41","Plieningen,Stuttgart",2890.70403823365
"42","Plüderhausen,Rems-Murr-Kreis",1778.84615384615
"43","Remseck am Neckar,Ludwigsburg (Kreis)",3369.5855115758
"44","Riedenberg,Stuttgart",4171.27744271688
"45","Rohracker,Stuttgart",2852.94117647059
"46","Rohr,Stuttgart",3673.65380081964
"47","Rot,Stuttgart",2721.65032679739
"48","Schönberg,Stuttgart",4443.99350649351
"49","Schorndorf,Rems-Murr-Kreis",3255.10204081633
"50","Schwaikheim,Rems-Murr-Kreis",3543.68932038835
"51","Sillenbuch,Stuttgart",5515.3813743841
"52","Sindelfingen,Böblingen (Kreis)",2930.23255813954
"53","Sonnenberg,Stuttgart",4399.36713809633
"54","Stammheim,Stuttgart",3932.9720447023
"55","Süd,Stuttgart",4171.17618137119
"56","Tamm,Ludwigsburg (Kreis)",2661.29032258065
"57","Uhlbach,Stuttgart",3699.91902834008
"58","Untertürkheim,Stuttgart",3235.65001439391
"59","Vaihingen,Stuttgart",4421.35990569165
"60","Wangen,Stuttgart",3752.07620672465
"61","Weilimdorf,Stuttgart",3455.60438027481
"62","Weinstadt,Rems-Murr-Kreis",2307.69230769231
"63","Welzheim,Rems-Murr-Kreis",1463.9175257732
"64","Wendlingen am Neckar,Esslingen (Kreis)",3114.28571428571
"65","West,Stuttgart",5689.12699785183
"66","Winnenden,Rems-Murr-Kreis",4336.95652173913
"67","Zuffenhausen,Stuttgart",3916.56546398434
