"","location","avgPrice"
"1","Asemwald,Stuttgart",3197.47771051476
"2","Bad Cannstatt,Stuttgart",3180.2964677338
"3","Bergheim,Stuttgart",2823.29950902522
"4","Botnang,Stuttgart",3489.50528917957
"5","Degerloch,Stuttgart",4804.18699611384
"6","Dürrlewang,Stuttgart",3560
"7","Fasanenhof,Stuttgart",2534.73019517796
"8","Feuerbach,Stuttgart",4068.02568277916
"9","Frauenkopf,Stuttgart",6526.48995807434
"10","Freiberg,Stuttgart",3010.41666666667
"11","Hausen,Stuttgart",4509.80392156863
"12","Hedelfingen,Stuttgart",3029.14614121511
"13","Heumaden,Stuttgart",4668.4012639164
"14","Hofen,Stuttgart",3149.86733637574
"15","Hoffeld,Stuttgart",3246.75324675325
"16","Kaltental,Stuttgart",3734.04901775759
"17","Luginsland,Stuttgart",3161.76470588235
"18","Mitte,Stuttgart",5492.2301866108
"19","Möhringen,Stuttgart",4114.48799648307
"20","Mönchfeld,Stuttgart",3380.7428420636
"21","Mühlhausen,Stuttgart",3107.14285714286
"22","Münster,Stuttgart",3002.74483677548
"23","Neugereut,Stuttgart",2688.17204301075
"24","Nord,Stuttgart",6907.60726498666
"25","Obertürkheim,Stuttgart",2603.66441658631
"26","Ost,Stuttgart",4058.80243663307
"27","Plieningen,Stuttgart",3315.4843373548
"28","Riedenberg,Stuttgart",3695.02082244978
"29","Rohracker,Stuttgart",2619.04761904762
"30","Rohr,Stuttgart",4220.46663878022
"31","Rot,Stuttgart",2745.83333333333
"32","Schönberg,Stuttgart",4795.19254353691
"33","Sillenbuch,Stuttgart",3843.24324324324
"34","Sonnenberg,Stuttgart",5503.58048869167
"35","Stammheim,Stuttgart",3738.82186139738
"36","Süd,Stuttgart",4297.52073429854
"37","Uhlbach,Stuttgart",2667.29461015175
"38","Untertürkheim,Stuttgart",2966.32447112902
"39","Vaihingen,Stuttgart",5198.50601488936
"40","Wangen,Stuttgart",2440
"41","Weilimdorf,Stuttgart",5086.40524492825
"42","West,Stuttgart",5061.67371745237
"43","Zuffenhausen,Stuttgart",4145.09983570577
