"id", "title", "price", "meters", "rooms", "address", "area", "link"
"94217786", "Klein aber oho - gepflegte 3-Zimmerwohnung als Kapitalanlage oder zur Eigennutzung", "247000", "47", "3", "Kaltental, Stuttgart", "Kaltental", "http://www.immobilienscout24.de/expose/94217786"
"94217341", "Sonnige Wohnung in ruhiger Lage verkehrsgünstig angebunden", "280000", "80", "4", "Laichinger Straße 3, Wangen, Stuttgart", "Wangen", "http://www.immobilienscout24.de/expose/94217341"
"94210400", "Verkaufe 35 Zimmer Wohnung in Stuttgart Wolfbusch", "180000", "60", "3", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94210400"
"94202782", "Charmante und grosszügige Citywohnung mit Terrasse", "320000", "80", "2", "Hohenheimerstr 41b, Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94202782"
"94202462", "Erbpacht: 2-Zimmerwohnung in zentraler Lage von Stuttgart-Rot", "139000", "42", "2", "Rot, Stuttgart", "Rot", "http://www.immobilienscout24.de/expose/94202462"
"94202014", "Attraktive 35-Zimmer Wohnung im Grünen mit schöner Terrasse und Privatsphäre", "318000", "80", "3", "Birkach, Stuttgart", "Birkach", "http://www.immobilienscout24.de/expose/94202014"
"94198930", "Barrierefreie Residenz in Weilimdorf", "199000", "50", "2", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94198930"
"94195745", "Aussichtsreiche moderne 25 Zimmer Eigentumswohnung", "283000", "79", "2", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94195745"
"94193398", "* Eine Liebhaber - Terrassenwohnung mit eigenem Eingang ! *", "349000", "103", "3", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/94193398"
"94193186", "* Kapitalanlage mit traumhafter Aussicht *", "355000", "86", "3", "Botnang, Stuttgart", "Botnang", "http://www.immobilienscout24.de/expose/94193186"
"94191410", "Wohnen am Fuße der Weinberge !", "107000", "40", "1", "Obertürkheim, Stuttgart", "Obertürkheim", "http://www.immobilienscout24.de/expose/94191410"
"94190273", "Einziehen und Aussicht genießen", "169000", "52", "2", "Mönchfeld, Stuttgart", "Mönchfeld", "http://www.immobilienscout24.de/expose/94190273"
"94185853", "Eigentumswohnung Souterrain ca. 712 m² in einer exklusiven Stadtvilla in Stuttgart Gänsheide", "398000", "71", "2", "Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94185853"
"94184948", "Lage Lage Lage! 2-Zimmer-Wohnung mit Balkon in begehrter Lage des Stuttgarter Westen!", "225000", "58", "2", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/94184948"
"94183501", "Mitten im Stuttgarter Süden", "279000", "76", "3", "Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94183501"
"94182438", "*** S-Süd: moderne 45-Zi.-Wohnung in ruhiger Lage ***", "495000", "98", "4", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/94182438"
"94169385", "***PROVISIONSFREI***Hochwertig renovierte Dachgeschoß-Wohnung***", "365000", "75", "2", "Bernsteinstraße 00, Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/94169385"
"94167634", "Maßarbeit - jeder Quadratmeter ein Wohnerlebnis", "283400", "74", "3", "Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/94167634"
"94163430", "Sonnige Gartenwohnung mit riesigem Garten in ruhiger und grüner Lage von Stuttgart-Zuffenhausen.", "369000", "159", "4", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/94163430"
"94217786", "Klein aber oho - gepflegte 3-Zimmerwohnung als Kapitalanlage oder zur Eigennutzung", "247000", "47", "3", "Kaltental, Stuttgart", "Kaltental", "http://www.immobilienscout24.de/expose/94217786"
"94217341", "Sonnige Wohnung in ruhiger Lage verkehrsgünstig angebunden", "280000", "80", "4", "Laichinger Straße 3, Wangen, Stuttgart", "Wangen", "http://www.immobilienscout24.de/expose/94217341"
"94210400", "Verkaufe 35 Zimmer Wohnung in Stuttgart Wolfbusch", "180000", "60", "3", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94210400"
"94202782", "Charmante und grosszügige Citywohnung mit Terrasse", "320000", "80", "2", "Hohenheimerstr 41b, Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94202782"
"94202462", "Erbpacht: 2-Zimmerwohnung in zentraler Lage von Stuttgart-Rot", "139000", "42", "2", "Rot, Stuttgart", "Rot", "http://www.immobilienscout24.de/expose/94202462"
"94202014", "Attraktive 35-Zimmer Wohnung im Grünen mit schöner Terrasse und Privatsphäre", "318000", "80", "3", "Birkach, Stuttgart", "Birkach", "http://www.immobilienscout24.de/expose/94202014"
"94198930", "Barrierefreie Residenz in Weilimdorf", "199000", "50", "2", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94198930"
"94195745", "Aussichtsreiche moderne 25 Zimmer Eigentumswohnung", "283000", "79", "2", "Weilimdorf, Stuttgart", "Weilimdorf", "http://www.immobilienscout24.de/expose/94195745"
"94193398", "* Eine Liebhaber - Terrassenwohnung mit eigenem Eingang ! *", "349000", "103", "3", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/94193398"
"94193186", "* Kapitalanlage mit traumhafter Aussicht *", "355000", "86", "3", "Botnang, Stuttgart", "Botnang", "http://www.immobilienscout24.de/expose/94193186"
"94191410", "Wohnen am Fuße der Weinberge !", "107000", "40", "1", "Obertürkheim, Stuttgart", "Obertürkheim", "http://www.immobilienscout24.de/expose/94191410"
"94190273", "Einziehen und Aussicht genießen", "169000", "52", "2", "Mönchfeld, Stuttgart", "Mönchfeld", "http://www.immobilienscout24.de/expose/94190273"
"94185853", "Eigentumswohnung Souterrain ca. 712 m² in einer exklusiven Stadtvilla in Stuttgart Gänsheide", "398000", "71", "2", "Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94185853"
"94184948", "Lage Lage Lage! 2-Zimmer-Wohnung mit Balkon in begehrter Lage des Stuttgarter Westen!", "225000", "58", "2", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/94184948"
"94183501", "Mitten im Stuttgarter Süden", "279000", "76", "3", "Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94183501"
"94182438", "*** S-Süd: moderne 45-Zi.-Wohnung in ruhiger Lage ***", "495000", "98", "4", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/94182438"
"94169385", "***PROVISIONSFREI***Hochwertig renovierte Dachgeschoß-Wohnung***", "365000", "75", "2", "Bernsteinstraße 00, Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/94169385"
"94167634", "Maßarbeit - jeder Quadratmeter ein Wohnerlebnis", "283400", "74", "3", "Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/94167634"
"94163430", "Sonnige Gartenwohnung mit riesigem Garten in ruhiger und grüner Lage von Stuttgart-Zuffenhausen.", "369000", "159", "4", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/94163430"
"94159533", "Top Lage in Botnang: Renovierte 1 Zi.-Whg. (ca. 32 qm) mit Balkon und extra TG-Stellplatz!", "80000", "32", "1", "Botnang, Stuttgart", "Botnang", "http://www.immobilienscout24.de/expose/94159533"
"94151194", "Helle 3-Zimmer-Wohnung am Kursaal!", "159000", "62", "3", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94151194"
"94147167", "Maisonette-Wohnung trifft Stil und Gemütlichkeit", "479000", "99", "5", "Möhringen, Stuttgart", "Möhringen", "http://www.immobilienscout24.de/expose/94147167"
"94145401", "Nettes 3-Zimmer Apartment in ruhiger Lage von Bad Cannstatt", "219500", "65", "3", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94145401"
"94145344", "Großzügiges Wohnen am Waldrand!!", "263000", "88", "3", "Rohracker, Stuttgart", "Rohracker", "http://www.immobilienscout24.de/expose/94145344"
"94145162", "PANORAMABLICK | Hochwertig sanierte helle und vermietete 3 Zi. Wohnung Balkon Parkett +++", "305000", "73", "3", "Sautterweg 5, Fasanenhof, Stuttgart", "Fasanenhof", "http://www.immobilienscout24.de/expose/94145162"
"94144901", "KAUF: Modernes Business-Apartment komplett hochwertig u. exklusiv möbliert***", "207500", "50", "1", "Filderhauptstraße 00, Plieningen, Stuttgart", "Plieningen", "http://www.immobilienscout24.de/expose/94144901"
"94144659", "Sillenbuch: Sehr attraktives sonniges Penthouse (2 Zimmer) mit riesiger Dachterrasse.", "359000", "115", "2", "Walter-Flex-Strasse 73, Sillenbuch, Stuttgart", "Sillenbuch", "http://www.immobilienscout24.de/expose/94144659"
"94144360", "Sehr attraktive helle und großzügige 4 bis 5 Zi. Wohnung mit zwei großen Balkonen Garage +++", "539000", "117", "4", "Walter-Flex-Strasse 73, Sillenbuch, Stuttgart", "Sillenbuch", "http://www.immobilienscout24.de/expose/94144360"
"94144018", "Sehr attraktive super helle 5-6 Zi. Penthouse-Mais. mit zwei Balkonen riesiger Dachterrasse", "890000", "233", "5", "Walter-Flex-Strasse 73, Sillenbuch, Stuttgart", "Sillenbuch", "http://www.immobilienscout24.de/expose/94144018"
"94142393", "Das ist die SUPER RENDITE!", "240000", "107", "3", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/94142393"
"94128541", "Attraktive 35-Zimmer-Wohnung mit Aufzug in TOP-Wohnlage in Stuttgart-Schönberg!", "515000", "105", "3", "Schönberg, Stuttgart", "Schönberg", "http://www.immobilienscout24.de/expose/94128541"
"94121044", "Wunderschöne 3-Zi.-Whg in begehrter Halbhöhenlage von S-Ost", "425000", "103", "3", "Neue Straße 137, Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/94121044"
"94119926", "4-Zimmer-Dachgeschosswohnung im Grünen!", "315000", "82", "4", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/94119926"
"94117939", "Tolle 25 Zi.-ETW mit Balkon und TG-Stellplatz in S-Stammheim", "228000", "64", "2", "Stammheim, Stuttgart", "Stammheim", "http://www.immobilienscout24.de/expose/94117939"
"94117925", "Altbauwohnung in ruhiger Lage sucht neuen Eigentümer", "225000", "57", "3", "Bellingweg 1, Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94117925"
"94117222", "Sehr helle praktisch geschnittene 5 - 6 Zimmer-Eigentumswohnung mit Garten- und Hofanteil.", "329900", "113", "5", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/94117222"
"94106581", "Schöne drei Zimmer Wohnung in Stuttgart Möhringen", "340000", "85", "3", "Möhringen, Stuttgart", "Möhringen", "http://www.immobilienscout24.de/expose/94106581"
"94101465", "Wunderschöne 2 Zimmer Wohnung mitten in Stuttgart mit großer Terrasse und Garten. Von Privat.", "292000", "60", "2", "Möhringerstrasse 7, Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/94101465"
"94101138", "*PROVISIONSFREI FÜR KÄUFER! - Nähe Uni / Kliniken / Innenstadt", "149000", "40", "1", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/94101138"
"94100442", "Stadtnahe 2-Zimmer-Wohnung im Kernerviertel mit großer Terrasse", "290000", "71", "2", "Mitte, Stuttgart", "Mitte", "http://www.immobilienscout24.de/expose/94100442"
"94096876", "3-Zimmerwohnung mit Balkon in grüner Halbhöhe", "390000", "71", "3", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/94096876"
"94096702", "Schicke 2-Zimmerwohnung in zentraler Lage von Degerloch", "238000", "56", "2", "Degerloch, Stuttgart", "Degerloch", "http://www.immobilienscout24.de/expose/94096702"
"94095845", "Für Privatanleger und Selbstnutzer:3-Zimmer-Wohnung in Stuttgart-Wangen", "190000", "78", "3", "Wangen, Stuttgart", "Wangen", "http://www.immobilienscout24.de/expose/94095845"
"94094805", "Schöne vier Zimmer Wohnung in Stuttgart Heumaden INKL. TG Platz - zzgl. Vermittlungshonorar", "408000", "102", "4", "Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/94094805"
"94094743", "Provisionsfrei von privat 3 Zi Wohnung in Stuttgart - Ost", "264000", "67", "3", "Lehmgrubenstraße 26, Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/94094743"
"94093745", "1 1/2 Zimmer-Wohnung zur Kapitalanlage in Stuttgart (Bad Cannstatt-Sommerrain)", "144000", "38", "1", "Rosmarinweg 17, Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94093745"
"94093683", "Smart Living mit Blick über den Schlossgarten", "598000", "92", "3", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/94093683"
"94085266", "WOHNUNG MIT 107.42 m² WOHNFLÄCHE (inkl. Balkon/Terrasse)", "413000", "107", "4", "Anna-Peters-Straße xx, Sonnenberg, Stuttgart", "Sonnenberg", "http://www.immobilienscout24.de/expose/94085266"
"94077093", "sonnige helle 25 Zimmer Wohnung im EG unterhalb vom Burgholzhof mit Balkon und Stadtsicht", "155000", "48", "2", "Mannheimer Strasse 39, Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94077093"
"94076941", "Wunderschöne helle 4-Z. Wohnung mit Stuck in Stuttgart Süd. Renoviert & provisionsfrei", "495000", "95", "4", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/94076941"
"94076161", "55m² Physio Tonstudio Büro oder durch Nutzungsänderung ggf. als Wohnbüro möglich!", "140000", "55", "2", "Waiblinger Straße 42, Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/94076161"
"94074298", "Luxuriöse zwei Zimmer Wohnung in bester Lage im Stuttgarter Westen", "320000", "54", "2", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/94074298"
"94065375", "3-Zimmer-WG mit Balkon / Betreutes Wohnen S-Feuerbach!", "269000", "63", "3", "Feuerbach, Stuttgart", "Feuerbach", "http://www.immobilienscout24.de/expose/94065375"
"94061446", "RENDITEBOMBE oder SELBER EINZIEHEN ???", "180000", "68", "3", "Schwarenbergstr. xxx, Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/94061446"
"94059162", "3 Zimmer Wohnung mit 2 Balkonen Hobbyraum und großem Gemeinschaftsgarten", "305000", "89", "3", "Kaltental, Stuttgart", "Kaltental", "http://www.immobilienscout24.de/expose/94059162"
"94058292", "außergewöhnlicher Dachausbau mit 2 Balkonen und hoher Wohnhalle", "495000", "108", "2", "Steinpilzweg -, Schönberg, Stuttgart", "Schönberg", "http://www.immobilienscout24.de/expose/94058292"
"94041388", "Schöne 3-Zimmer-Wohnung mit Balkon in gesuchter Lage Stuttgart-Zuffenhausen", "112000", "65", "3", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/94041388"
"94041384", "Exklusives Wohnen mit 270° Panoramablick", "1650000", "202", "4", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/94041384"
"94038070", "S-Asemwald könnte Ihnen gefallen!", "314000", "104", "3", "Im Asemwald 54, Asemwald, Stuttgart", "Asemwald", "http://www.immobilienscout24.de/expose/94038070"
"94036042", "3 Zimmer + Empore zentral in Feuerbach", "389900", "64", "3", "Feuerbacher-Tal-Straße 16, Feuerbach, Stuttgart", "Feuerbach", "http://www.immobilienscout24.de/expose/94036042"
