"id", "title", "price", "meters", "rooms", "address", "area", "link"
"90016332", "KILLESBERGHÖHE: Sonnendurchflutetes Penthouse von David Chipperfield mit separatem Mini-Apartment", "2180000", "192", "5", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/90016332"
"90015339", "Super Wohnung mit Balkon! Ideal für Singles oder auch als Kapitalanlage!", "199000", "51", "2", "Möhringen, Stuttgart", "Möhringen", "http://www.immobilienscout24.de/expose/90015339"
"90011595", "Neuwertige Penthouse Wohnung mit 42 m² Dachterrassen !", "250000", "66", "2", "Stammheim, Stuttgart", "Stammheim", "http://www.immobilienscout24.de/expose/90011595"
"90009637", "Wohnung mit schönem Ausblick-verkehrsgünstige Lage ohne Lärm", "235000", "67", "3", "Möhringen, Stuttgart", "Möhringen", "http://www.immobilienscout24.de/expose/90009637"
"90008170", "Traumhafte Erdgeschosswohnung zum Wohnen und Wohlfühlen", "545000", "147", "3", "Vaihingen, Stuttgart", "Vaihingen", "http://www.immobilienscout24.de/expose/90008170"
"90007979", "Genießen Sie den Ausblick über die Dächer Stuttgarts", "865000", "132", "3", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/90007979"
"90007306", "Kernsanierte moderne Drei-Zimmer-Altbauwohnung mit Balkon", "600000", "106", "3", "Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/90007306"
"90001782", "Nahe Uni Hohenheim", "110000", "30", "1", "Welfenstraße 18 B, Birkach, Stuttgart", "Birkach", "http://www.immobilienscout24.de/expose/90001782"
"90000852", "3 Zimmer Eigentumswohnung in Stuttgart-Botnang", "226000", "76", "3", "Leharstraße 2, Botnang, Stuttgart", "Botnang", "http://www.immobilienscout24.de/expose/90000852"
"89989979", "S-Süd/Lehenviertel - helle 3-Zi.-WHG ca. 9160 m² 5.OG Bad mit Badewanne sofort frei - A2500", "337000", "91", "3", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/89989979"
"89985186", "Exklusive 45 Zimmer-Wohnung im EG mit Terrasse und großem Gartenanteil in gefragter Wohnlage", "815000", "161", "4", "Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/89985186"
