"id", "title", "price", "meters", "rooms", "address", "area", "link"
"92272356", "Wohnen in der nähe vom Marienplatz", "189500", "54", "2", "Süd, Stuttgart", "Süd", "http://www.immobilienscout24.de/expose/92272356"
"92262616", "sofort frei  exklusiver Dachausbau mit 2 Balkonen", "495000", "108", "2", "Steinpilzweg 31, Schönberg, Stuttgart", "Schönberg", "http://www.immobilienscout24.de/expose/92262616"
"92260442", "KAPITALANLAGE ZENTRAL GELEGEN IN STUTTGART", "240000", "67", "3", "Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/92260442"
"92257906", "Modernes helles „Haus im Haus“ - 3-Zimmer-Maisonette mit Hobbyraum und eigenem Gartenbereich", "380000", "90", "3", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/92257906"
"92253343", "Gepflegte 25 Zimmer-Wohnung in ruhiger Wohnlage", "189000", "59", "2", "Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/92253343"
"92251107", "In Bestform - 114 m² Maisonettewohnung mit Dachterrasse und TG-Stellplatz", "410000", "114", "4", "Losäckerstraße 16, Hausen, Stuttgart", "Hausen", "http://www.immobilienscout24.de/expose/92251107"
"92250738", "Ideale Studentenwohnung! Auch als WG geeignet!", "169000", "50", "2", "Ost, Stuttgart", "Ost", "http://www.immobilienscout24.de/expose/92250738"
"92249292", "25-Zimmer Penthouse Wohnung in Sillenbuch", "395000", "92", "2", "Sillenbuch, Stuttgart", "Sillenbuch", "http://www.immobilienscout24.de/expose/92249292"
"92249161", "Gut geschnittene Wohnung mit fantastischer Aussicht!", "145000", "58", "2", "Mönchfeld, Stuttgart", "Mönchfeld", "http://www.immobilienscout24.de/expose/92249161"
"92248924", "Bezugsfreies 15 Zimmer-Appartement mit Aufzug Stuttgart-Heumaden", "115000", "45", "1", "Heumaden, Stuttgart", "Heumaden", "http://www.immobilienscout24.de/expose/92248924"
"92247613", "Wohnen mit Ausblick zwischen Schlossgarten und Europaviertel", "638000", "92", "3", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/92247613"
"92237600", "Top Lage - sofort beziehbar - mit Balkon und PKW-Stellplatz", "122000", "25", "1", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/92237600"
"92235960", "Neuwertige 35-Zimmer-Wohnung mit  Stuttgart-Vaihingen mit Garage", "380000", "76", "3", "Vaihingen, Stuttgart", "Vaihingen", "http://www.immobilienscout24.de/expose/92235960"
"92233435", "Schöne großzügige zwei Zimmer Wohnung mit Balkon in Stgt-Freiberg", "233500", "62", "2", "Suttnerstraße 38, Freiberg, Stuttgart", "Freiberg", "http://www.immobilienscout24.de/expose/92233435"
"92231912", "Modernisierte 2-Zimmer-Wohnung im Westen", "134000", "34", "2", "Schwabstraße 4, West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/92231912"
"92231032", "+++ Erbbaurecht - teilweise modernisiert - Süd/West-Balkon - renoviert - Laminat - ruhig & grün +++", "110000", "50", "2", "Erlacher Straße 14, Rot, Stuttgart", "Rot", "http://www.immobilienscout24.de/expose/92231032"
"92214260", "Sonninge 2 Zimmer Wohnung mit Wintergarten und Garten", "175500", "59", "2", "Untertürkheim, Stuttgart", "Untertürkheim", "http://www.immobilienscout24.de/expose/92214260"
