"id", "title", "price", "meters", "rooms", "address", "area", "link"
"93903246", "S-Feuerbach: 3-Zimmer Wohnung mit Terrasse und Garten", "330000", "75", "3", "Feuerbach, Stuttgart", "Feuerbach", "http://www.immobilienscout24.de/expose/93903246"
"93902570", "**ZENTRAL IN FEUERBACH** 3-4-Zimmer-Wohnung im 1.OG in einem  3-Familienhaus zu verkaufen!", "159000", "50", "4", "Feuerbach, Stuttgart", "Feuerbach", "http://www.immobilienscout24.de/expose/93902570"
"93902236", "**FEUERBACH** 3-4-Zimmer-Wohnung im 1.OG  eines 3-Familienhauses in zentraler Lage zu verkaufen!", "159000", "50", "4", "Feuerbach, Stuttgart", "Feuerbach", "http://www.immobilienscout24.de/expose/93902236"
"93899573", "Eine Perle im Stuttgarter-Westen", "1190000", "128", "3", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/93899573"
"93899571", "Das Juwel in Stuttgart", "895000", "93", "2", "West, Stuttgart", "West", "http://www.immobilienscout24.de/expose/93899571"
"93899169", "Sonnige 3 Zi-Terrassenwohnung 70 qm Südterrasse ruhiger und grüner Lage von Stuttgart-Zuffenhausen", "275000", "80", "3", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/93899169"
"93899006", "3 Zimmer * Frei * WG Tauglich* Saniert* Zentral *", "225000", "70", "3", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/93899006"
"93897725", "Große 3-Zimmer-Wohnung gepflegt in zentraler Lage", "279000", "87", "3", "Zuffenhausen, Stuttgart", "Zuffenhausen", "http://www.immobilienscout24.de/expose/93897725"
"93896915", "HELLE TRAUMWOHNUNG IN DEGERLOCH-HOFFELD MIT AUSSICHT", "340000", "84", "3", "Hoffeld, Stuttgart", "Hoffeld", "http://www.immobilienscout24.de/expose/93896915"
"93891573", "* 2 - Zimmer Wohnung in toller Lage *", "149000", "52", "2", "Bad Cannstatt, Stuttgart", "Bad Cannstatt", "http://www.immobilienscout24.de/expose/93891573"
"93890345", "* Eine grüne Oase auf der Lenzhalde! *", "349000", "103", "3", "Nord, Stuttgart", "Nord", "http://www.immobilienscout24.de/expose/93890345"
"93889891", "* Tolle Kapitalanlage mit Sonne und Aussicht *", "355000", "86", "3", "Botnang, Stuttgart", "Botnang", "http://www.immobilienscout24.de/expose/93889891"
